# Field minima and maxima
# Time        	field         	min           	location(min) 	processor     	max           	location(max) 	processor     
4.11          	U             	(-1.473299e+00 -8.069300e-01 -6.191026e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.698666e+00 2.031875e+00 2.421384e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.11          	p             	-9.429127e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.102565e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
4.12          	U             	(-1.870228e-01 -1.127047e+00 -3.249682e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.693300e+00 2.029856e+00 3.180488e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.12          	p             	-8.722124e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.118178e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.13          	U             	(5.919404e-01 -1.088634e+00 -2.504028e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.842796e+00 2.123440e+00 2.855942e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.13          	p             	-7.440802e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	5.071296e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.14          	U             	(4.724455e-01 -8.704744e-01 -2.317810e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.012856e+00 2.250660e+00 5.666830e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.14          	p             	-9.036037e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.491686e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.15          	U             	(5.074434e-01 -8.072351e-01 -2.034831e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.010427e+00 2.291837e+00 6.405553e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.15          	p             	-8.730381e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.019858e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.16          	U             	(5.025222e-01 -8.885638e-01 -2.182111e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.935654e+00 2.200494e+00 3.079670e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.16          	p             	-7.218833e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.530462e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.17          	U             	(5.766974e-01 -1.159576e+00 -1.828044e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.705036e+00 2.108665e+00 2.740132e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.17          	p             	-9.166955e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.165689e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
4.18          	U             	(-1.523171e-01 -1.059837e+00 -3.521884e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.679531e+00 2.029568e+00 2.797073e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.18          	p             	-9.197056e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.037425e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
4.19          	U             	(-1.468559e+00 -5.743894e-01 -4.126516e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.816378e+00 2.072001e+00 3.209155e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.19          	p             	-7.248890e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	4.629440e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.2           	U             	(-1.562733e+00 -5.537182e-01 -2.872271e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.915598e+00 2.163986e+00 4.530829e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.2           	p             	-8.450586e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	4.806529e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.21          	U             	(4.936054e-01 -7.883377e-01 -2.112816e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.961798e+00 2.285605e+00 6.575256e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.21          	p             	-9.279957e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.073768e+00	(1.079755e-01 4.263860e-02 -1.025000e-02)	0
4.22          	U             	(5.249774e-01 -8.366339e-01 -2.148658e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.995408e+00 2.252034e+00 4.313633e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.22          	p             	-7.564518e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.375370e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.23          	U             	(6.441201e-01 -9.717339e-01 -1.955296e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.821893e+00 2.121588e+00 2.742749e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.23          	p             	-8.624173e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.257437e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
4.24          	U             	(-1.649630e+00 -8.821587e-01 -5.157082e-18)	(1.404205e-01 2.281677e-02 -1.025000e-02)	0	(2.669998e+00 2.033007e+00 2.484687e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.24          	p             	-9.569144e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.063753e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
4.25          	U             	(-1.687982e-01 -1.162194e+00 -2.913290e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.644376e+00 2.071048e+00 3.256721e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.25          	p             	-8.210222e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.245067e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.26          	U             	(5.794551e-01 -1.033786e+00 -2.542525e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.877985e+00 2.142544e+00 3.348017e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.26          	p             	-7.755631e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	5.037770e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.27          	U             	(4.886181e-01 -8.516192e-01 -2.213346e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.028738e+00 2.258259e+00 6.321600e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.27          	p             	-9.263326e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.312670e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.28          	U             	(5.177462e-01 -7.850885e-01 -2.042385e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.025112e+00 2.278222e+00 5.822892e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.28          	p             	-8.439021e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.056478e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.29          	U             	(4.979371e-01 -9.916626e-01 -2.082199e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.882906e+00 2.181659e+00 3.101756e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.29          	p             	-7.773004e+00	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	4.438668e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.3           	U             	(5.665639e-01 -1.182510e+00 -1.802447e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.713140e+00 2.064575e+00 2.478863e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.3           	p             	-9.386989e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.131472e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
4.31          	U             	(-1.778196e-01 -1.100926e+00 -3.390217e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.663852e+00 2.013524e+00 2.976827e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.31          	p             	-8.982979e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.083540e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.32          	U             	(-1.343310e+00 -4.678825e-01 -3.558403e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.791473e+00 2.122217e+00 3.014442e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.32          	p             	-7.258603e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	4.951047e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.33          	U             	(-1.554658e+00 -5.551053e-01 -3.038236e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.964328e+00 2.230654e+00 5.287676e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.33          	p             	-8.844909e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	4.606535e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.34          	U             	(4.742844e-01 -8.031934e-01 -2.073021e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.010223e+00 2.286967e+00 6.659275e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.34          	p             	-9.129026e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.009476e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.35          	U             	(4.947722e-01 -8.769467e-01 -2.186871e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.933582e+00 2.222476e+00 3.592928e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.35          	p             	-7.057357e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.531275e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.36          	U             	(6.434418e-01 -1.066622e+00 -1.866789e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.730255e+00 2.105398e+00 2.532412e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.36          	p             	-9.019004e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.200490e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
4.37          	U             	(-1.431774e-01 -9.915805e-01 -3.483919e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.683010e+00 2.023051e+00 2.640595e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.37          	p             	-9.495393e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.056829e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.38          	U             	(-1.414821e-01 -1.137779e+00 -2.494653e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.742867e+00 2.059736e+00 3.414458e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.38          	p             	-7.654598e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.409424e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.39          	U             	(-1.504615e+00 -6.147498e-01 -2.678931e-18)	(1.404205e-01 2.281677e-02 -1.025000e-02)	0	(2.897269e+00 2.167670e+00 3.905010e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.39          	p             	-8.264226e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.930836e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.4           	U             	(4.913390e-01 -8.304334e-01 -2.152098e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.022022e+00 2.291194e+00 6.438498e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.4           	p             	-9.172426e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.203633e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.41          	U             	(4.883729e-01 -8.028258e-01 -2.107238e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.981422e+00 2.274734e+00 5.200049e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.41          	p             	-7.893448e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	4.174458e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.42          	U             	(4.645717e-01 -1.077403e+00 -1.962069e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.877909e+00 2.130712e+00 2.659490e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.42          	p             	-8.234357e+00	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	4.350144e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
4.43          	U             	(-1.480409e+00 -8.073292e-01 -6.182176e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.702667e+00 2.045402e+00 2.544573e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.43          	p             	-9.469114e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.052206e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
4.44          	U             	(-1.901274e-01 -1.140204e+00 -3.205905e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.663476e+00 2.038968e+00 3.245354e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.44          	p             	-8.589501e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.112508e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
4.45          	U             	(-1.329607e+00 -4.358591e-01 -3.090490e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.833931e+00 2.136998e+00 2.921176e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.45          	p             	-7.505220e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	5.086017e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.46          	U             	(4.765044e-01 -8.687855e-01 -2.309897e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.014458e+00 2.243388e+00 5.884763e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.46          	p             	-9.139978e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.467853e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.47          	U             	(4.859726e-01 -8.126563e-01 -2.044614e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.022829e+00 2.278919e+00 6.290064e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.47          	p             	-8.929387e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.031077e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.48          	U             	(4.371049e-01 -9.425991e-01 -2.183644e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.892903e+00 2.218972e+00 2.997860e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.48          	p             	-7.297558e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.532514e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.49          	U             	(5.833679e-01 -1.173912e+00 -1.809905e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.727182e+00 2.073812e+00 2.512528e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.49          	p             	-9.296232e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.156282e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
4.5           	U             	(-1.603441e-01 -1.080249e+00 -3.521070e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.630814e+00 2.053363e+00 2.871971e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.5           	p             	-9.282594e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.053022e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.51          	U             	(-1.441166e+00 -5.533860e-01 -3.974450e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.768791e+00 2.078668e+00 3.096230e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.51          	p             	-7.214253e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	4.671960e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.52          	U             	(-1.555915e+00 -5.502494e-01 -2.856847e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.908294e+00 2.194681e+00 4.684624e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.52          	p             	-8.635979e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	4.761959e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.53          	U             	(5.120420e-01 -8.081361e-01 -2.088348e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.916587e+00 2.098655e+00 3.884776e-18)	(1.198624e-01 6.718590e-02 -1.025000e-02)	0
4.53          	p             	-9.307646e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.075174e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.54          	U             	(4.935277e-01 -8.129207e-01 -2.184233e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.985074e+00 2.228903e+00 4.449308e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.54          	p             	-7.224245e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.388336e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.55          	U             	(5.099521e-01 -1.099803e+00 -1.923520e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.807076e+00 2.123346e+00 2.543493e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.55          	p             	-8.698667e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.266795e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
4.56          	U             	(-1.375277e-01 -8.882784e-01 -3.490962e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.696276e+00 2.035524e+00 2.558245e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.56          	p             	-9.404152e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.053889e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
4.57          	U             	(-1.642347e-01 -1.165605e+00 -2.822643e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.721317e+00 2.003589e+00 3.323740e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.57          	p             	-8.093083e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.254471e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.58          	U             	(-1.510978e+00 -5.208470e-01 -2.817255e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.850011e+00 2.157870e+00 3.351487e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.58          	p             	-7.831562e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	5.055122e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.59          	U             	(4.673682e-01 -8.549488e-01 -2.213691e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.008903e+00 2.278235e+00 6.337775e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.59          	p             	-9.416532e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.295107e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.6           	U             	(5.389136e-01 -7.864797e-01 -2.059674e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.964836e+00 2.281893e+00 5.687033e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.6           	p             	-8.306132e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.083688e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.61          	U             	(4.873282e-01 -9.690026e-01 -2.053541e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.876262e+00 2.162168e+00 2.779263e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.61          	p             	-7.815380e+00	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	4.411702e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.62          	U             	(6.017250e-01 -1.163104e+00 -1.782688e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.686460e+00 2.064264e+00 2.561274e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.62          	p             	-9.378988e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.084487e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
4.63          	U             	(-1.834706e-01 -1.114228e+00 -3.359944e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.667639e+00 2.041329e+00 3.113962e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.63          	p             	-8.864604e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.118134e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.64          	U             	(-1.337272e+00 -4.615867e-01 -3.451647e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.843471e+00 2.092705e+00 2.824667e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.64          	p             	-7.286718e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	4.994077e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.65          	U             	(-1.539387e+00 -5.487414e-01 -3.019525e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.958762e+00 2.209379e+00 5.307400e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.65          	p             	-8.903330e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	4.600997e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.66          	U             	(4.681068e-01 -8.101025e-01 -2.045257e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.995960e+00 2.290966e+00 6.506151e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.66          	p             	-9.115887e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.027013e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.67          	U             	(4.777597e-01 -9.191461e-01 -2.183393e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.866214e+00 2.269270e+00 3.667495e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.67          	p             	-6.919293e+00	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	4.511676e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.68          	U             	(5.433634e-01 -1.172854e+00 -1.838786e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.748785e+00 2.089645e+00 2.569788e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.68          	p             	-8.999731e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.204521e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
4.69          	U             	(-1.423855e-01 -1.007235e+00 -3.458181e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.681043e+00 2.022909e+00 2.757190e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.69          	p             	-9.350401e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.071865e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.7           	U             	(-1.400828e-01 -1.122278e+00 -2.382428e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.678279e+00 2.097508e+00 3.338456e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.7           	p             	-7.419887e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.444179e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.71          	U             	(-1.573131e+00 -5.540821e-01 -2.819882e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.954890e+00 2.164517e+00 4.085203e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.71          	p             	-8.165428e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.890999e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.72          	U             	(4.600087e-01 -8.087106e-01 -2.172677e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.024517e+00 2.277507e+00 6.379204e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.72          	p             	-9.315425e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.162883e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.73          	U             	(4.492923e-01 -8.843430e-01 -2.056638e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.010092e+00 2.276378e+00 5.215354e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.73          	p             	-7.732770e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.176905e+00	(1.079755e-01 4.263860e-02 -1.025000e-02)	0
4.74          	U             	(5.399574e-01 -1.020182e+00 -1.966053e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.864792e+00 2.115716e+00 2.912907e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.74          	p             	-8.377989e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.342490e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
4.75          	U             	(-1.488337e+00 -8.075413e-01 -6.193900e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.650187e+00 2.053888e+00 2.424115e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.75          	p             	-9.449309e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.117335e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
4.76          	U             	(-1.857005e-01 -1.143142e+00 -3.129894e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.707022e+00 1.987051e+00 3.266728e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.76          	p             	-8.486229e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.167139e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.77          	U             	(-1.392886e+00 -4.656475e-01 -3.054786e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.836064e+00 2.098589e+00 3.034675e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.77          	p             	-7.553958e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	5.069406e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.78          	U             	(-1.522956e+00 -5.468753e-01 -3.236874e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(3.020249e+00 2.230725e+00 5.870568e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.78          	p             	-9.129280e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.380186e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.79          	U             	(4.970882e-01 -8.226188e-01 -2.020296e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.995634e+00 2.295123e+00 6.077020e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
